category	heavy_metal	heavy_metal	no	no	heavy_metal	heavy_metal	heavy_metal	heavy_metal	organic	organic	organic	organic	organic	organic	no
k_Bacteria|p_Myxococcota|c_Polyangia|o_mle1-27|f_midas_f_990|g_midas_g_3704	    0	    0	    0	    0	    0	   0	    0	    0	  82	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Nitrospirota|c_Nitrospiria|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira|s_Nitrospira_defluvii	  411	  164	  101	  296	    3	 184	    0	    0	 609	  406	    1	    1	  19	 133	 603
k_Bacteria|p_Nitrospirota|c_Nitrospiria|o_Nitrospirales|f_Nitrospiraceae|g_Nitrospira|s_Nitrospira_nitrosa	    7	    0	   13	   73	    0	   0	    0	    0	   3	    0	    1	    0	   0	   0	  82
k_Bacteria|p_Patescibacteria|c_Gracilibacteria|o_JGI_0000069-P22|f_midas_f_15723|g_midas_g_17912|s_midas_s_17912	    0	    0	    0	    0	    0	   0	    0	    0	   0	 1537	    0	    0	   0	   0	   0
k_Bacteria|p_Patescibacteria|c_Microgenomatia|o_Ca_Collierbacteria|f_midas_f_2215|g_midas_g_13957|s_midas_s_13957	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  81	   0	   0
k_Bacteria|p_Patescibacteria|c_Saccharimonadia|o_Saccharimonadales|f_midas_f_4925|g_midas_g_16898|s_midas_s_16898	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  13	   0	   0
k_Bacteria|p_Patescibacteria|c_Saccharimonadia|o_Saccharimonadales|f_midas_f_5391|g_midas_g_6328|s_midas_s_21092	    0	    0	    1	    0	    0	   0	    0	    0	   0	    4	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_2104|f_midas_f_2104|g_midas_g_23116|s_midas_s_59399	    0	    0	    5	    0	    0	   0	    0	    0	  15	    1	    0	    0	   0	   1	   1
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_2104|f_midas_f_2104|g_midas_g_4089|s_midas_s_45654	    0	    0	   31	    0	    0	   0	    0	    0	  69	    0	    0	    0	   0	   0	  67
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_2104|f_midas_f_7287|g_midas_g_48583|s_midas_s_48583	    0	    0	   11	    0	    0	   0	    0	    0	   7	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_4192|f_midas_f_4192|g_midas_g_5874|s_midas_s_5874	    0	    0	    2	    0	    0	   0	    0	    0	  13	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_7059|f_midas_f_7059|g_midas_g_7059|s_midas_s_7059	    0	    0	   21	  149	    0	   0	    0	    0	  26	  102	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_OM190|o_midas_o_8698|f_midas_f_8698|g_midas_g_8698|s_midas_s_59222	    0	    0	   47	    0	    0	   0	    0	    0	  19	    0	    0	    0	  23	  38	   1
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae	    0	    0	    7	   23	    0	   0	    0	    0	   5	   11	    0	   10	   0	   0	   7
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_CL500-3	    0	    0	    0	   40	    0	   0	    0	    0	   0	    8	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02	    1	    0	    2	    1	    1	   0	    0	    0	   6	    4	    0	    0	   2	   0	 992
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_15239	    0	    0	    0	    2	    0	   0	    0	    0	   0	   18	    0	    0	   0	   0	   1
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_19797	    0	    0	    0	   13	    0	   0	    0	    0	   1	    5	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_21703	    0	    0	    4	   74	    0	   2	    0	    0	   2	  101	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_28131	    0	    0	    0	    8	    0	   0	    0	    0	   0	    0	    0	    0	   1	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_39980	    0	    0	    0	   43	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_44194	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  28
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_5533	    0	    0	    9	   48	    0	   0	    0	    0	   0	    1	    0	    0	   7	  37	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_6065	    0	    0	    0	  134	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_68271	    0	    0	   10	    0	    0	   0	    0	    0	   3	    0	    0	    0	  16	   0	  13
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_76334	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   1	   0	  58
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_76951	    0	    0	    0	   18	    0	   0	    0	    0	   0	    6	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_81374	    0	    0	    5	    6	    0	   0	    0	    0	   2	   16	    0	    0	   0	   0	   5
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_SM1A02|s_midas_s_86531	    0	    0	   34	    0	    0	   0	    0	    0	  20	    1	    0	    0	   1	   0	 801
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_midas_g_12190|s_midas_s_12190	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	  25
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_midas_g_19286|s_midas_s_19286	    0	    0	    0	   19	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_midas_g_27016|s_midas_s_27016	    0	    0	    0	    1	    0	   0	    0	    0	   0	   11	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Phycisphaerales|f_Phycisphaeraceae|g_midas_g_59834|s_midas_s_59834	    0	    0	    3	    2	    0	   0	    0	    0	   0	    7	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_Tepidisphaeraceae|g_midas_g_6525|s_midas_s_30752	    0	    0	    0	    0	    0	   0	    0	    0	   2	    0	    0	    0	  11	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_WD2101_soil_group|g_midas_g_25318|s_midas_s_25318	    0	    0	    4	    0	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_WD2101_soil_group|g_midas_g_25318|s_midas_s_27584	    0	    0	    3	    0	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_WD2101_soil_group|g_midas_g_26334|s_midas_s_81818	    0	    0	    3	    2	    0	   0	    0	    0	   2	    8	    0	    0	   1	   0	   0
k_Bacteria|p_Planctomycetota|c_Phycisphaerae|o_Tepidisphaerales|f_WD2101_soil_group|g_midas_g_28163	    0	    0	    1	    0	    0	   0	    0	    0	   4	    2	    0	    0	   1	   0	   0
k_Bacteria|p_Planctomycetota|c_Pla4_lineage|o_midas_o_9336|f_midas_f_9336|g_midas_g_9336|s_midas_s_9336	    0	    0	    2	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  40
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae	    0	    0	    0	    1	    0	   0	    0	    0	   2	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_Fimbriiglobus	    0	    0	    4	   14	    1	  14	    0	    0	   5	   17	    0	    0	   1	  16	   8
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_Fimbriiglobus|s_midas_s_56319	    0	    0	    0	    0	    0	  16	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_midas_g_940	    0	    0	    0	    0	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_midas_g_940|s_midas_s_21090	    0	    0	    3	    7	    0	   0	    0	    0	   0	   10	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Gemmatales|f_Gemmataceae|g_midas_g_9516|s_midas_s_49033	    0	    0	    0	   12	    0	   0	    0	    0	   0	    2	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Isosphaerales|f_Isosphaeraceae	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   9	   2	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Isosphaerales|f_Isosphaeraceae|g_Ca_Nostocoida	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    4	   4	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Isosphaerales|f_Isosphaeraceae|g_Singulisphaera	    0	    0	    0	    0	    0	   0	    0	    0	  23	    3	    0	    0	   4	   0	  43
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Isosphaerales|f_Isosphaeraceae|g_midas_g_8808|s_midas_s_8808	    0	    0	    0	    2	    0	   0	    0	    0	   0	    0	    0	    0	  14	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Pirellulales|f_Pirellulaceae|g_Blastopirellula|s_midas_s_3634	    0	    0	    1	  210	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Pirellulales|f_Pirellulaceae|g_Pirellula|s_midas_s_59425	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  21	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Pirellulales|f_Pirellulaceae|g_midas_g_55095	    0	    0	    3	    4	    0	   0	    0	    0	   3	    2	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Pirellulales|f_Pirellulaceae|g_midas_g_55095|s_midas_s_55095	    0	    0	    3	    1	    0	   0	    0	    0	   2	    5	    0	    0	  12	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_Planctomicrobium|s_midas_s_9966	    0	    0	    9	   74	    0	   0	    0	    0	   0	   17	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_SH-PL14	    0	    0	    6	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_SH-PL14|s_midas_s_67640	    0	    0	    0	    0	    0	   1	    0	    0	   0	    0	    0	    0	   7	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_midas_g_1221|s_midas_s_24423	    0	    0	    2	    8	    0	   0	    0	    0	   0	    3	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Rubinisphaeraceae|g_midas_g_2477|s_midas_s_19064	    0	    0	    3	    0	    0	   0	    0	    0	  12	    0	    0	    0	   8	   2	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Schlesneriaceae|g_Planctopirus|s_midas_s_47721	    0	    0	    0	    0	    0	   7	    0	    0	   0	    3	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_Schlesneriaceae|g_Planctopirus|s_midas_s_68585	    0	    0	    0	    0	    0	   0	    0	    0	   0	    3	    0	    0	   0	   0	   4
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_midas_f_1792|g_midas_g_13499|s_midas_s_13499	    0	    0	   15	    1	    0	   0	    0	    0	   8	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_Planctomycetales|f_midas_f_1792|g_midas_g_1792|s_midas_s_1792	    0	    0	    5	    3	    0	   0	    0	    0	   1	    1	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_Planctomycetes|o_midas_o_1071|f_midas_f_1071|g_midas_g_15272|s_midas_s_24894	    0	    0	    0	    2	    0	   0	    0	    0	   0	    3	    0	    0	   0	   0	   0
k_Bacteria|p_Planctomycetota|c_vadinHA49|o_midas_o_4436|f_midas_f_4436|g_midas_g_87066|s_midas_s_87066	    0	    0	    0	    0	    0	   0	    0	    0	   5	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria	    0	    0	   18	   12	    6	  27	    0	    0	   2	    3	    0	  100	   4	   0	   7
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	  10	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae	    5	    0	    1	    1	    0	   0	  381	  641	   5	    0	    0	    0	   0	   0	   3
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Rhodovastum	    0	    0	    1	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   4
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Roseomonas	   17	    6	   30	   30	   19	  79	    2	    0	  18	    9	    0	    0	  59	  23	   8
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Roseomonas|s_midas_s_22699	    0	    0	    0	    2	    0	   0	    0	    0	   3	    1	    0	    0	   3	   0	   5
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_Roseomonas|s_midas_s_53753	    0	    0	    5	    4	    0	   1	    0	    0	   1	    5	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_17534|s_midas_s_17534	    0	    0	   15	   18	    0	   0	    0	    0	  31	   29	    0	    0	   1	  26	  21
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_42169|s_midas_s_73797	    0	    0	    0	    0	    0	   0	   16	  459	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_5991	    0	    0	   27	   80	    0	   0	    0	    0	  73	   90	    0	    0	   0	   0	  69
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_5991|s_midas_s_22608	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   6
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_5991|s_midas_s_58889	    0	    0	    0	    1	    0	   0	    0	    0	   4	    1	    0	    0	   1	   0	  15
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Acetobacterales|f_Acetobacteraceae|g_midas_g_5991|s_midas_s_87245	    0	    0	    5	    3	    0	   0	    0	    0	   4	    2	    0	    0	   0	   0	  19
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Azospirillales|f_midas_f_406|g_Stella|s_midas_s_11123	    0	    0	    0	    0	    0	   0	    0	    0	  90	    1	    0	    0	   0	   0	   3
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Azospirillales|f_midas_f_406|g_midas_g_2759|s_midas_s_2759	    0	    0	   10	    5	    0	   0	    0	    0	  29	    9	   76	  124	   9	   0	  75
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Azospirillales|f_midas_f_406|g_midas_g_2759|s_midas_s_35321	    5	    0	   16	   18	    0	   0	    0	    0	  59	   25	    0	    0	   9	   0	  74
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Azospirillales|f_midas_f_406|g_midas_g_2759|s_midas_s_46868	    0	    0	    1	    2	    0	   1	    0	    0	   4	    1	   17	   55	   2	   0	  15
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas	    0	    0	    6	  964	   76	4938	    0	    0	   2	   40	   44	 4123	1991	 315	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_Brevundimonas_aveniformis	    0	    0	    8	   10	    1	   3	    0	    0	   0	    8	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_Brevundimonas_balnearis	    0	    0	    0	    0	  642	  15	    0	    0	   0	    2	    0	    0	   2	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_midas_s_14989	    0	    6	    0	    0	    0	   0	    0	    0	   0	    0	    0	    4	   1	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_midas_s_22823	    0	    0	    0	    4	    0	   0	    0	    0	   0	    0	    0	    0	  10	   2	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_midas_s_25101	    0	    0	    0	    0	    0	   0	    0	   20	   0	    1	   21	   17	   7	   1	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Brevundimonas|s_midas_s_2693	    0	    0	    0	  340	    1	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Caulobacter	    0	    0	    0	  117	    3	   0	    0	    0	   0	    0	    2	    3	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Caulobacter|s_Caulobacter_daechungensis	    0	    0	   11	   14	    0	   0	    0	    0	   0	    2	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Caulobacter|s_Caulobacter_profundus	    0	    0	    0	    4	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Phenylobacterium	    0	    0	    2	    0	    0	   0	    0	    0	   3	    0	    1	    0	   0	   2	  61
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Phenylobacterium|s_midas_s_23985	    2	    3	    0	    0	    2	   5	    0	    0	   0	    0	    4	   37	   0	   0	   3
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Phenylobacterium|s_midas_s_55427	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    1	   0	   0	  64
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Phenylobacterium|s_midas_s_88669	    0	    0	    0	    0	    0	  13	    0	    0	   0	    3	    0	    1	   0	  18	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_Hirschia|s_midas_s_5283	    0	    0	    3	    0	    0	   0	    0	    0	   1	   20	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_Hyphomonas	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	  12	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_Hyphomonas|s_midas_s_29658	    0	    1	   21	    6	    2	   0	    0	    0	   4	   29	    0	    0	   0	   0	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_SWB02	    0	    0	  113	  279	   21	 400	    0	    0	  28	  396	    0	    0	   0	   1	  10
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_SWB02|s_midas_s_2783	    1	    0	   42	   57	    2	   0	    0	    0	  14	  123	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_SWB02|s_midas_s_49940	    0	    0	   14	   18	    5	   8	    0	    0	  10	   37	    0	    0	   0	  14	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_SWB02|s_midas_s_83843	    0	    0	    0	    7	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_midas_g_50406|s_midas_s_50406	    1	    0	   62	   72	    8	   0	    0	    0	  27	  101	    0	    0	   0	   0	  10
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Hyphomonadaceae|g_midas_g_6757|s_midas_s_6757	    1	    0	    1	    0	    0	   2	    0	    0	   1	    0	    0	    0	   3	   0	  19
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Parvularculaceae|g_Amphiplicatus|s_midas_s_1413	  303	    0	 1955	  151	    4	   0	    0	    0	4521	 2308	    2	    3	 112	   0	5903
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Parvularculaceae|g_Amphiplicatus|s_midas_s_33654	    9	    0	   36	    1	    0	   0	    0	    0	  50	    0	    0	    0	  13	   0	 148
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Parvularculaceae|g_Amphiplicatus|s_midas_s_47827	    0	    0	    4	    0	    0	   0	    0	    0	  18	    0	    0	    0	   0	   0	  26
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Parvularculaceae|g_Amphiplicatus|s_midas_s_64326	   25	    0	   81	    0	    0	   0	    0	    0	 389	    5	    0	    1	  24	   0	 870
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus	    1	    2	   31	   12	    3	   0	    0	    0	 234	   73	    1	    0	   8	   0	 107
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_14690	    0	    0	   21	    9	    0	   0	    0	    0	 119	   23	    0	    0	   0	   0	  90
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_19895	    0	    1	   14	    4	    1	   0	    0	    0	  44	   25	    0	    0	  45	  15	  31
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_2464	    0	    0	    4	   13	    0	   0	    0	    0	   4	   14	    0	    0	   2	   1	   5
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_2488	    7	    0	  212	  563	   11	   3	    0	    0	 759	 1052	   27	   10	 658	 547	 846
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_2639	   31	    0	  411	  908	   13	  15	    0	    0	 436	  429	    7	    5	 439	  96	 630
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_3306	    0	    0	    1	    2	    0	   0	    0	    0	  10	    0	    0	    0	   0	   0	   5
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Defluviicoccales|f_Defluviicoccaceae|g_Defluviicoccus|s_midas_s_5769	    2	    0	    7	   11	    3	   0	    0	    0	  44	   40	    1	    1	  13	   0	  88
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Dongiales|f_Dongiaceae|g_Dongia	 1429	    0	    1	    0	    0	   0	    0	    0	   3	    1	 1533	 1145	   0	   0	  95
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Dongiales|f_Dongiaceae|g_Dongia|s_Dongia_rigui	    0	    0	    2	    0	    0	   0	    0	    0	   7	    0	    0	    0	   0	   0	 101
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Dongiales|f_Dongiaceae|g_Dongia|s_midas_s_14159	   11	    0	  160	    7	   21	   2	    0	    0	 355	   29	    0	    1	  25	   1	 968
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Dongiales|f_Dongiaceae|g_Dongia|s_midas_s_4794	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  18
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Ferrovibrionales	    0	    0	    0	    0	    0	   0	    0	    0	   0	   21	    0	    4	   5	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Holosporales|f_Holosporaceae|g_midas_g_37538|s_midas_s_59744	    1	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	  14
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Kiloniellales|f_Fodinicurvataceae|g_midas_g_34634	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    1	   30	   0	   0	   0
